+------+-------------+---------------+--------------+------------+
| year | first_name  | last_name     | AMKA         | total_days |
| 2010 | Evangelia   | Papadopoulos  |  20000000050 |        481 |
| 2010 | John        | Stavrou       |  20000000021 |        481 |
| 2010 | Sofia       | Georgiou      |  20000000042 |        483 |
| 2010 | Alexandros  | Kouris        |  20000000013 |        483 |
| 2010 | Ealasaid    | Millen        |  12067886294 |        483 |
| 2010 | Antonis     | Stavrou       |  20000000071 |        483 |
| 2010 | Mendy       | Morman        |  16160341392 |        491 |
| 2010 | Panagiotis  | Papadopoulos  |  20000000025 |        491 |
| 2010 | Despina     | Theodorou     |  20000000054 |        491 |
| 2011 | Niki        | Kostopoulos   |  20000000036 |        458 |
| 2011 | Ioannis     | Lazaridis     |  20000000007 |        458 |
| 2011 | Panagiotis  | Samaras       |  20000000065 |        458 |
| 2011 | Panagiotis  | Antoniou      |  20000000005 |        460 |
| 2011 | Katerina    | Dimitriou     |  20000000044 |        460 |
| 2011 | Travers     | Glason        |  13635342634 |        460 |
| 2011 | Dimitrios   | Kouris        |  20000000063 |        460 |
| 2011 | Alexandros  | Mylonas       |  20000000073 |        460 |
| 2011 | Despina     | Nikolaidis    |  20000000034 |        460 |
| 2011 | Vasileios   | Samaras       |  20000000015 |        460 |
| 2011 | Sofia       | Georgiou      |  20000000042 |        462 |
| 2011 | Alexandros  | Kouris        |  20000000013 |        462 |
| 2011 | Ealasaid    | Millen        |  12067886294 |        462 |
| 2011 | Antonis     | Stavrou       |  20000000071 |        462 |
| 2011 | Sinclair    | Botly         |  14381439992 |        464 |
| 2011 | Evangelia   | Papadopoulos  |  20000000050 |        464 |
| 2011 | John        | Stavrou       |  20000000021 |        464 |
| 2011 | Petros      | Dimitriou     |  20000000069 |        466 |
| 2011 | Antonis     | Kostopoulos   |  20000000011 |        466 |
| 2011 | Matti       | Kurtis        |  11282999234 |        466 |
| 2011 | Maria       | Samaras       |  20000000040 |        466 |
| 2011 | Daphne      | Anastasiou    |  20000000078 |        468 |
| 2011 | Stephi      | Balsillie     |  14334281355 |        468 |
| 2011 | Maria       | Christodoulou |  20000000020 |        468 |
| 2011 | Petros      | Raptis        |  20000000049 |        468 |
| 2011 | Daphne      | Ioannou       |  20000000018 |        469 |
| 2011 | Maria       | Karagiannis   |  20000000060 |        469 |
| 2011 | Ioannis     | Markou        |  20000000047 |        469 |
| 2011 | Antonis     | Oikonomou     |  20000000031 |        469 |
| 2011 | Niki        | Pappas        |  20000000076 |        469 |
| 2011 | Graeme      | Scargill      |  14109005682 |        469 |
| 2011 | Sofia       | Vasileiou     |  20000000002 |        469 |
| 2011 | Alexandra   | Anastasiou    |  20000000028 |        470 |
| 2011 | Murray      | Broddle       |  12243954876 |        470 |
| 2011 | Dimitrios   | Ioannou       |  20000000043 |        470 |
| 2011 | Aris        | Lazaridis     |  20000000057 |        470 |
| 2011 | Irene       | Markou        |  20000000072 |        470 |
| 2011 | Nita        | Nyssens       |  18906145412 |        470 |
| 2011 | Despina     | Petrou        |  20000000014 |        470 |
| 2011 | Irene       | Alexiou       |  20000000012 |        471 |
| 2011 | Evangelia   | Christodoulou |  20000000070 |        471 |
| 2011 | Barbabra    | Faier         |  11438369194 |        471 |
| 2011 | John        | Katsaros      |  20000000041 |        471 |
| 2011 | Vasileios   | Antoniou      |  20000000055 |        472 |
| 2011 | Ioannis     | Georgiou      |  20000000067 |        472 |
| 2011 | Clarey      | Jeskin        |  16416128552 |        472 |
| 2011 | Ynes        | Kendred       |  11007885645 |        472 |
| 2011 | Daphne      | Kouris        |  20000000038 |        472 |
| 2011 | Sofia       | Markou        |  20000000022 |        472 |
| 2011 | Mendy       | Morman        |  16160341392 |        472 |
| 2011 | Alyosha     | Morrant       |  14777238567 |        472 |
| 2011 | Petros      | Nikolaidis    |  20000000009 |        472 |
| 2011 | Panagiotis  | Papadopoulos  |  20000000025 |        472 |
| 2011 | Vasiliki    | Pappas        |  20000000026 |        472 |
| 2011 | Antonis     | Pappas        |  20000000051 |        472 |
| 2011 | Despina     | Theodorou     |  20000000054 |        472 |
| 2011 | Dimitrios   | Anastasiou    |  20000000003 |        473 |
| 2011 | Andriette   | Brake         |  13948546116 |        473 |
| 2011 | Panagiotis  | Christodoulou |  20000000045 |        473 |
| 2011 | Markos      | Dimitriou     |  20000000019 |        473 |
| 2011 | Artair      | Isakovic      |  14272369915 |        473 |
| 2011 | Niki        | Katsaros      |  20000000016 |        473 |
| 2011 | John        | Kostopoulos   |  20000000061 |        473 |
| 2011 | Irene       | Lazaridis     |  20000000032 |        473 |
| 2011 | Alexandra   | Mylonas       |  20000000048 |        473 |
| 2011 | Despina     | Raptis        |  20000000074 |        473 |
| 2011 | Aris        | Vasileiou     |  20000000077 |        473 |
| 2011 | Ogdan       | Dulson        |  19634353963 |        474 |
| 2011 | Daphne      | Makris        |  20000000058 |        474 |
| 2011 | Niki        | Oikonomou     |  20000000056 |        474 |
| 2011 | Tim         | Schild        |  18639800390 |        474 |
| 2011 | Petros      | Theodorou     |  20000000029 |        474 |
| 2011 | Ioannis     | Vasileiou     |  20000000027 |        474 |
| 2011 | Loretta     | Breacher      |  11080704404 |        476 |
| 2011 | Alexandra   | Ioannou       |  20000000068 |        476 |
| 2011 | Evangelia   | Karagiannis   |  20000000010 |        476 |
| 2011 | Donnamarie  | Martinson     |  15576111026 |        476 |
| 2011 | Dimitrios   | Mylonas       |  20000000023 |        476 |
| 2011 | Markos      | Petrou        |  20000000039 |        476 |
| 2011 | Irene       | Vasileiou     |  20000000052 |        476 |
| 2011 | Evangelia   | Antoniou      |  20000000030 |        479 |
| 2011 | Aris        | Georgiou      |  20000000017 |        479 |
| 2011 | Markos      | Nikolaidis    |  20000000059 |        479 |
| 2011 | Vasileios   | Papadopoulos  |  20000000075 |        479 |
| 2011 | John        | Pappas        |  20000000001 |        479 |
| 2011 | Vasiliki    | Stavrou       |  20000000046 |        479 |
| 2011 | Beverlee    | Warmisham     |  13967096273 |        479 |
| 2011 | Alexandros  | Anastasiou    |  20000000053 |        480 |
| 2011 | Alexander   | Portwain      |  15607764854 |        480 |
| 2011 | Katerina    | Raptis        |  20000000024 |        480 |
| 2011 | Sofia       | Alexiou       |  20000000062 |        481 |
| 2011 | Alexandros  | Makris        |  20000000033 |        481 |
| 2011 | Katerina    | Theodorou     |  20000000004 |        481 |
| 2011 | Vasileios   | Karagiannis   |  20000000035 |        486 |
| 2011 | Vasiliki    | Oikonomou     |  20000000006 |        486 |
| 2011 | Katerina    | Petrou        |  20000000064 |        486 |
| 2011 | Aris        | Alexiou       |  20000000037 |        491 |
| 2011 | Vasiliki    | Katsaros      |  20000000066 |        491 |
| 2011 | Alexandra   | Makris        |  20000000008 |        491 |
| 2011 | Eldredge    | Peealess      |  10061102069 |        491 |
| 2012 | Markos      | Dimitriou     |  20000000019 |        458 |
| 2012 | Artair      | Isakovic      |  14272369915 |        458 |
| 2012 | Alexandra   | Mylonas       |  20000000048 |        458 |
| 2012 | Aris        | Vasileiou     |  20000000077 |        458 |
| 2012 | Niki        | Oikonomou     |  20000000056 |        460 |
| 2012 | Tim         | Schild        |  18639800390 |        460 |
| 2012 | Ioannis     | Vasileiou     |  20000000027 |        460 |
| 2012 | Vasileios   | Karagiannis   |  20000000035 |        462 |
| 2012 | Mendy       | Morman        |  16160341392 |        462 |
| 2012 | Vasiliki    | Oikonomou     |  20000000006 |        462 |
| 2012 | Panagiotis  | Papadopoulos  |  20000000025 |        462 |
| 2012 | Katerina    | Petrou        |  20000000064 |        462 |
| 2012 | Despina     | Theodorou     |  20000000054 |        462 |
| 2012 | Sofia       | Alexiou       |  20000000062 |        464 |
| 2012 | Murray      | Broddle       |  12243954876 |        464 |
| 2012 | Dimitrios   | Ioannou       |  20000000043 |        464 |
| 2012 | Alexandros  | Makris        |  20000000033 |        464 |
| 2012 | Irene       | Markou        |  20000000072 |        464 |
| 2012 | Despina     | Petrou        |  20000000014 |        464 |
| 2012 | Katerina    | Theodorou     |  20000000004 |        464 |
| 2012 | Loretta     | Breacher      |  11080704404 |        466 |
| 2012 | Alexandra   | Ioannou       |  20000000068 |        466 |
| 2012 | Evangelia   | Karagiannis   |  20000000010 |        466 |
| 2012 | Donnamarie  | Martinson     |  15576111026 |        466 |
| 2012 | Dimitrios   | Mylonas       |  20000000023 |        466 |
| 2012 | Markos      | Petrou        |  20000000039 |        466 |
| 2012 | Irene       | Vasileiou     |  20000000052 |        466 |
| 2012 | Evangelia   | Antoniou      |  20000000030 |        469 |
| 2012 | Aris        | Georgiou      |  20000000017 |        469 |
| 2012 | Markos      | Nikolaidis    |  20000000059 |        469 |
| 2012 | Vasileios   | Papadopoulos  |  20000000075 |        469 |
| 2012 | John        | Pappas        |  20000000001 |        469 |
| 2012 | Vasiliki    | Stavrou       |  20000000046 |        469 |
| 2012 | Beverlee    | Warmisham     |  13967096273 |        469 |
| 2012 | Vasileios   | Antoniou      |  20000000055 |        470 |
| 2012 | Clarey      | Jeskin        |  16416128552 |        470 |
| 2012 | Vasiliki    | Pappas        |  20000000026 |        470 |
| 2012 | Petros      | Dimitriou     |  20000000069 |        471 |
| 2012 | Antonis     | Kostopoulos   |  20000000011 |        471 |
| 2012 | Matti       | Kurtis        |  11282999234 |        471 |
| 2012 | Maria       | Samaras       |  20000000040 |        471 |
| 2012 | Aris        | Alexiou       |  20000000037 |        472 |
| 2012 | Sinclair    | Botly         |  14381439992 |        472 |
| 2012 | Vasiliki    | Katsaros      |  20000000066 |        472 |
| 2012 | Alexandra   | Makris        |  20000000008 |        472 |
| 2012 | Evangelia   | Papadopoulos  |  20000000050 |        472 |
| 2012 | Eldredge    | Peealess      |  10061102069 |        472 |
| 2012 | John        | Stavrou       |  20000000021 |        472 |
| 2012 | Katerina    | Dimitriou     |  20000000044 |        473 |
| 2012 | Travers     | Glason        |  13635342634 |        473 |
| 2012 | Daphne      | Ioannou       |  20000000018 |        473 |
| 2012 | Maria       | Karagiannis   |  20000000060 |        473 |
| 2012 | Ioannis     | Markou        |  20000000047 |        473 |
| 2012 | Alexandros  | Mylonas       |  20000000073 |        473 |
| 2012 | Antonis     | Oikonomou     |  20000000031 |        473 |
| 2012 | Niki        | Pappas        |  20000000076 |        473 |
| 2012 | Vasileios   | Samaras       |  20000000015 |        473 |
| 2012 | Graeme      | Scargill      |  14109005682 |        473 |
| 2012 | Sofia       | Vasileiou     |  20000000002 |        473 |
| 2012 | Irene       | Alexiou       |  20000000012 |        474 |
| 2012 | Evangelia   | Christodoulou |  20000000070 |        474 |
| 2012 | Barbabra    | Faier         |  11438369194 |        474 |
| 2012 | John        | Katsaros      |  20000000041 |        474 |
| 2012 | Alexandra   | Anastasiou    |  20000000028 |        475 |
| 2012 | Aris        | Lazaridis     |  20000000057 |        475 |
| 2012 | Nita        | Nyssens       |  18906145412 |        475 |
| 2012 | Ioannis     | Georgiou      |  20000000067 |        476 |
| 2012 | Ynes        | Kendred       |  11007885645 |        476 |
| 2012 | Daphne      | Kouris        |  20000000038 |        476 |
| 2012 | Sofia       | Markou        |  20000000022 |        476 |
| 2012 | Alyosha     | Morrant       |  14777238567 |        476 |
| 2012 | Petros      | Nikolaidis    |  20000000009 |        476 |
| 2012 | Antonis     | Pappas        |  20000000051 |        476 |
| 2012 | Alexandros  | Anastasiou    |  20000000053 |        479 |
| 2012 | Ogdan       | Dulson        |  19634353963 |        479 |
| 2012 | Daphne      | Makris        |  20000000058 |        479 |
| 2012 | Alexander   | Portwain      |  15607764854 |        479 |
| 2012 | Katerina    | Raptis        |  20000000024 |        479 |
| 2012 | Petros      | Theodorou     |  20000000029 |        479 |
| 2012 | Sofia       | Georgiou      |  20000000042 |        480 |
| 2012 | Alexandros  | Kouris        |  20000000013 |        480 |
| 2012 | Ealasaid    | Millen        |  12067886294 |        480 |
| 2012 | Antonis     | Stavrou       |  20000000071 |        480 |
| 2012 | Andriette   | Brake         |  13948546116 |        481 |
| 2012 | Panagiotis  | Christodoulou |  20000000045 |        481 |
| 2012 | Niki        | Katsaros      |  20000000016 |        481 |
| 2012 | Despina     | Raptis        |  20000000074 |        481 |
| 2012 | Panagiotis  | Antoniou      |  20000000005 |        482 |
| 2012 | Dimitrios   | Kouris        |  20000000063 |        482 |
| 2012 | Despina     | Nikolaidis    |  20000000034 |        482 |
| 2012 | Niki        | Kostopoulos   |  20000000036 |        487 |
| 2012 | Ioannis     | Lazaridis     |  20000000007 |        487 |
| 2012 | Panagiotis  | Samaras       |  20000000065 |        487 |
| 2012 | Daphne      | Anastasiou    |  20000000078 |        491 |
| 2012 | Dimitrios   | Anastasiou    |  20000000003 |        491 |
| 2012 | Stephi      | Balsillie     |  14334281355 |        491 |
| 2012 | Maria       | Christodoulou |  20000000020 |        491 |
| 2012 | John        | Kostopoulos   |  20000000061 |        491 |
| 2012 | Irene       | Lazaridis     |  20000000032 |        491 |
| 2012 | Petros      | Raptis        |  20000000049 |        491 |
| 2013 | Ioannis     | Georgiou      |  20000000067 |        453 |
| 2013 | Antonis     | Stavrou       |  20000000071 |        453 |
| 2013 | John        | Kostopoulos   |  20000000061 |        457 |
| 2013 | Vasileios   | Papadopoulos  |  20000000075 |        457 |
| 2013 | Aris        | Alexiou       |  20000000037 |        462 |
| 2013 | Daphne      | Ioannou       |  20000000018 |        462 |
| 2013 | Alexandra   | Makris        |  20000000008 |        462 |
| 2013 | Ioannis     | Markou        |  20000000047 |        462 |
| 2013 | Eldredge    | Peealess      |  10061102069 |        462 |
| 2013 | Graeme      | Scargill      |  14109005682 |        462 |
| 2013 | Vasileios   | Antoniou      |  20000000055 |        464 |
| 2013 | Andriette   | Brake         |  13948546116 |        464 |
| 2013 | Evangelia   | Christodoulou |  20000000070 |        464 |
| 2013 | Panagiotis  | Christodoulou |  20000000045 |        464 |
| 2013 | Alexandra   | Ioannou       |  20000000068 |        464 |
| 2013 | Clarey      | Jeskin        |  16416128552 |        464 |
| 2013 | Niki        | Katsaros      |  20000000016 |        464 |
| 2013 | Vasiliki    | Pappas        |  20000000026 |        464 |
| 2013 | Katerina    | Petrou        |  20000000064 |        464 |
| 2013 | Irene       | Markou        |  20000000072 |        465 |
| 2013 | Panagiotis  | Samaras       |  20000000065 |        465 |
| 2013 | Alexandros  | Anastasiou    |  20000000053 |        466 |
| 2013 | Panagiotis  | Antoniou      |  20000000005 |        466 |
| 2013 | Ynes        | Kendred       |  11007885645 |        466 |
| 2013 | Daphne      | Kouris        |  20000000038 |        466 |
| 2013 | Sofia       | Markou        |  20000000022 |        466 |
| 2013 | Alyosha     | Morrant       |  14777238567 |        466 |
| 2013 | Petros      | Nikolaidis    |  20000000009 |        466 |
| 2013 | Despina     | Nikolaidis    |  20000000034 |        466 |
| 2013 | Antonis     | Pappas        |  20000000051 |        466 |
| 2013 | Alexander   | Portwain      |  15607764854 |        466 |
| 2013 | Katerina    | Raptis        |  20000000024 |        466 |
| 2013 | Sofia       | Alexiou       |  20000000062 |        468 |
| 2013 | Dimitrios   | Anastasiou    |  20000000003 |        468 |
| 2013 | Sofia       | Georgiou      |  20000000042 |        468 |
| 2013 | Alexandros  | Kouris        |  20000000013 |        468 |
| 2013 | Irene       | Lazaridis     |  20000000032 |        468 |
| 2013 | Ealasaid    | Millen        |  12067886294 |        468 |
| 2013 | Ogdan       | Dulson        |  19634353963 |        469 |
| 2013 | Vasileios   | Karagiannis   |  20000000035 |        469 |
| 2013 | Daphne      | Makris        |  20000000058 |        469 |
| 2013 | Vasiliki    | Oikonomou     |  20000000006 |        469 |
| 2013 | Petros      | Theodorou     |  20000000029 |        469 |
| 2013 | Loretta     | Breacher      |  11080704404 |        471 |
| 2013 | Evangelia   | Karagiannis   |  20000000010 |        471 |
| 2013 | Markos      | Petrou        |  20000000039 |        471 |
| 2013 | Stephi      | Balsillie     |  14334281355 |        472 |
| 2013 | Maria       | Christodoulou |  20000000020 |        472 |
| 2013 | Niki        | Kostopoulos   |  20000000036 |        472 |
| 2013 | Ioannis     | Lazaridis     |  20000000007 |        472 |
| 2013 | Alexandros  | Makris        |  20000000033 |        472 |
| 2013 | Petros      | Raptis        |  20000000049 |        472 |
| 2013 | Katerina    | Theodorou     |  20000000004 |        472 |
| 2013 | Evangelia   | Antoniou      |  20000000030 |        473 |
| 2013 | Murray      | Broddle       |  12243954876 |        473 |
| 2013 | Aris        | Georgiou      |  20000000017 |        473 |
| 2013 | Dimitrios   | Ioannou       |  20000000043 |        473 |
| 2013 | Antonis     | Oikonomou     |  20000000031 |        473 |
| 2013 | John        | Pappas        |  20000000001 |        473 |
| 2013 | Despina     | Petrou        |  20000000014 |        473 |
| 2013 | Vasiliki    | Stavrou       |  20000000046 |        473 |
| 2013 | Sofia       | Vasileiou     |  20000000002 |        473 |
| 2013 | Beverlee    | Warmisham     |  13967096273 |        473 |
| 2013 | Petros      | Dimitriou     |  20000000069 |        474 |
| 2013 | Antonis     | Kostopoulos   |  20000000011 |        474 |
| 2013 | Matti       | Kurtis        |  11282999234 |        474 |
| 2013 | Maria       | Samaras       |  20000000040 |        474 |
| 2013 | Donnamarie  | Martinson     |  15576111026 |        475 |
| 2013 | Dimitrios   | Mylonas       |  20000000023 |        475 |
| 2013 | Irene       | Vasileiou     |  20000000052 |        475 |
| 2013 | Sinclair    | Botly         |  14381439992 |        476 |
| 2013 | Alexandros  | Mylonas       |  20000000073 |        476 |
| 2013 | Evangelia   | Papadopoulos  |  20000000050 |        476 |
| 2013 | John        | Stavrou       |  20000000021 |        476 |
| 2013 | Irene       | Alexiou       |  20000000012 |        479 |
| 2013 | Alexandra   | Anastasiou    |  20000000028 |        479 |
| 2013 | Barbabra    | Faier         |  11438369194 |        479 |
| 2013 | John        | Katsaros      |  20000000041 |        479 |
| 2013 | Aris        | Lazaridis     |  20000000057 |        479 |
| 2013 | Nita        | Nyssens       |  18906145412 |        479 |
| 2013 | Mendy       | Morman        |  16160341392 |        480 |
| 2013 | Panagiotis  | Papadopoulos  |  20000000025 |        480 |
| 2013 | Despina     | Theodorou     |  20000000054 |        480 |
| 2013 | Niki        | Oikonomou     |  20000000056 |        485 |
| 2013 | Tim         | Schild        |  18639800390 |        485 |
| 2013 | Ioannis     | Vasileiou     |  20000000027 |        485 |
| 2013 | Markos      | Dimitriou     |  20000000019 |        487 |
| 2013 | Artair      | Isakovic      |  14272369915 |        487 |
| 2013 | Alexandra   | Mylonas       |  20000000048 |        487 |
| 2013 | Katerina    | Dimitriou     |  20000000044 |        491 |
| 2013 | Travers     | Glason        |  13635342634 |        491 |
| 2013 | Vasileios   | Samaras       |  20000000015 |        491 |
| 2014 | Evangelia   | Papadopoulos  |  20000000050 |        451 |
| 2014 | Despina     | Theodorou     |  20000000054 |        451 |
| 2014 | Dimitrios   | Ioannou       |  20000000043 |        458 |
| 2014 | Aris        | Lazaridis     |  20000000057 |        458 |
| 2014 | Evangelia   | Antoniou      |  20000000030 |        462 |
| 2014 | Ioannis     | Georgiou      |  20000000067 |        462 |
| 2014 | Ioannis     | Markou        |  20000000047 |        462 |
| 2014 | Niki        | Oikonomou     |  20000000056 |        462 |
| 2014 | John        | Pappas        |  20000000001 |        462 |
| 2014 | Aris        | Vasileiou     |  20000000077 |        462 |
| 2014 | Vasileios   | Antoniou      |  20000000055 |        463 |
| 2014 | Alexandra   | Mylonas       |  20000000048 |        463 |
| 2014 | John        | Katsaros      |  20000000041 |        464 |
| 2014 | Ynes        | Kendred       |  11007885645 |        464 |
| 2014 | Daphne      | Kouris        |  20000000038 |        464 |
| 2014 | Petros      | Nikolaidis    |  20000000009 |        464 |
| 2014 | Vasileios   | Papadopoulos  |  20000000075 |        464 |
| 2014 | Maria       | Samaras       |  20000000040 |        464 |
| 2014 | Panagiotis  | Antoniou      |  20000000005 |        466 |
| 2014 | Sinclair    | Botly         |  14381439992 |        466 |
| 2014 | Aris        | Georgiou      |  20000000017 |        466 |
| 2014 | Niki        | Kostopoulos   |  20000000036 |        466 |
| 2014 | Ioannis     | Lazaridis     |  20000000007 |        466 |
| 2014 | Despina     | Nikolaidis    |  20000000034 |        466 |
| 2014 | Katerina    | Petrou        |  20000000064 |        466 |
| 2014 | John        | Stavrou       |  20000000021 |        466 |
| 2014 | Beverlee    | Warmisham     |  13967096273 |        466 |
| 2014 | Travers     | Glason        |  13635342634 |        468 |
| 2014 | Mendy       | Morman        |  16160341392 |        468 |
| 2014 | Panagiotis  | Papadopoulos  |  20000000025 |        468 |
| 2014 | Petros      | Raptis        |  20000000049 |        468 |
| 2014 | Vasileios   | Samaras       |  20000000015 |        468 |
| 2014 | Irene       | Vasileiou     |  20000000052 |        468 |
| 2014 | Irene       | Alexiou       |  20000000012 |        469 |
| 2014 | Alexandra   | Anastasiou    |  20000000028 |        469 |
| 2014 | Katerina    | Dimitriou     |  20000000044 |        469 |
| 2014 | Barbabra    | Faier         |  11438369194 |        469 |
| 2014 | Daphne      | Ioannou       |  20000000018 |        469 |
| 2014 | Daphne      | Makris        |  20000000058 |        469 |
| 2014 | Nita        | Nyssens       |  18906145412 |        469 |
| 2014 | Graeme      | Scargill      |  14109005682 |        469 |
| 2014 | Donnamarie  | Martinson     |  15576111026 |        470 |
| 2014 | Dimitrios   | Mylonas       |  20000000023 |        470 |
| 2014 | Markos      | Petrou        |  20000000039 |        470 |
| 2014 | John        | Kostopoulos   |  20000000061 |        471 |
| 2014 | Sofia       | Markou        |  20000000022 |        471 |
| 2014 | Alyosha     | Morrant       |  14777238567 |        471 |
| 2014 | Dimitrios   | Anastasiou    |  20000000003 |        472 |
| 2014 | Panagiotis  | Christodoulou |  20000000045 |        472 |
| 2014 | Markos      | Dimitriou     |  20000000019 |        472 |
| 2014 | Artair      | Isakovic      |  14272369915 |        472 |
| 2014 | Vasileios   | Karagiannis   |  20000000035 |        472 |
| 2014 | Irene       | Lazaridis     |  20000000032 |        472 |
| 2014 | Vasiliki    | Oikonomou     |  20000000006 |        472 |
| 2014 | Antonis     | Oikonomou     |  20000000031 |        472 |
| 2014 | Antonis     | Stavrou       |  20000000071 |        472 |
